artist,title,release_format,number_of_tracks,price,rating,votes,have,want,limited_edition,media_condition,sleeve_condition,release_page,genre,year,label_name,label_code
Mirt*,Bad Times,"7""",2,10.79,4.6,15.0,65,11,1,M,M,https://discogs.com/release/6349953-Mirt-Bad-Times?ev=item-vc,experimental,2014,Backwards ‎,BW15
Kurws*,Wszystko Co Stałe Rozpływa Się W Powietrzu / All That Is Solid Melts Into Air,LP,9,20.9,4.58,12.0,105,40,0,M,M,https://discogs.com/release/7157105-Kurws-Wszystko-Co-Sta%C5%82e-Rozp%C5%82ywa-Si%C4%99-W-Powietrzu-All-That-Is-Solid-Melts-Into-Air?ev=item-vc,experimental,2015,Gaffer Records ‎,"GR055, Red Wig ‎– rw014, Kurws ‎– none"
E Gone,All The Suns Of The Earth,LP,9,25.83,4.64,11.0,72,9,1,M,M,https://discogs.com/release/5938707-E-Gone-All-The-Suns-Of-The-Earth?ev=item-vc,experimental,2014,Sunrise Ocean Bender Records ‎,SOB 002
Joxfield Projex &,Casino Royal,LP,7,17.95,3.5,2.0,33,15,0,M,M,https://discogs.com/release/6716199-Joxfield-Projex-Cotton-Casino-Casino-Royal?ev=item-vc,experimental,2015,Bam Balam ‎,"BBLP026, Tin Can Music ‎– TCMCR001"
Ufomammut,Ecate,LP,6,29.89,4.38,8.0,111,27,0,M,M,https://discogs.com/release/11397472-Ufomammut-Ecate?ev=item-vc,experimental,Unknown,Supernatural Cat ‎,CAT017LP
Juggernaut (20),Trama!,"12""",7,25.85,4.5,6.0,54,8,0,M,M,https://discogs.com/release/6862028-Juggernaut-Trama?ev=item-vc,experimental,2014,Subsound Records (2) ‎,SSR034LP
Jibóia,Badlav,"12""",4,18.9,4.2,10.0,85,39,1,M,M,https://discogs.com/release/6285525-Jib%C3%B3ia-Badlav?ev=item-vc,experimental,2014,Lovers & Lollypops ‎,"#063, Shit Music For Shit People (2) ‎– #21"
Jean-Pierre Decerf,Space Oddities 1975 - 1979,LP,14,22.95,4.42,66.0,665,419,0,M,M,https://discogs.com/release/6606849-Jean-Pierre-Decerf-Space-Oddities-1975-1979?ev=item-vc,experimental,2015,Born Bad Records ‎,BB068LP
lll人,Gjērhan,LP,2,22.78,4.25,8.0,54,44,1,M,M,https://discogs.com/release/5966468-lll%E4%BA%BA-Gj%C4%93rhan?ev=item-vc,experimental,2014,Otoroku ‎,ROKU011
Uneven Eleven,Live At Cafe OTO,LP,4,20.98,4.64,14.0,87,55,0,M,M,https://discogs.com/release/6757626-Uneven-Eleven-Live-At-Cafe-OTO?ev=item-vc,experimental,2015,Sub Rosa ‎,SRV391
Nurse With Wound,The Surveillance Lounge,LP,4,58.91,4.67,18.0,144,135,1,M,M,https://discogs.com/release/7461641-Nurse-With-Wound-The-Surveillance-Lounge?ev=item-vc,experimental,2015,Norton North ‎,OPIVM MMXIV-V
Vivenza,Fondements Bruitistes¹,LP,6,28.88,5.0,6.0,27,41,1,M,M,https://discogs.com/release/6393694-Vivenza-Fondements-Bruitistes%C2%B9?ev=item-vc,experimental,2014,Rotorelief ‎,ROTOR0033-AB
Ora Clementi,Cover You Will Softer Me,LP,2,17.94,4.64,11.0,130,79,0,M,M,https://discogs.com/release/6165500-Ora-Clementi-Cover-You-Will-Softer-Me-?ev=item-vc,experimental,2014,Penultimate Press ‎,PP11
Minamata,Mit Lautem Geschrei,LP,7,28.83,5.0,3.0,21,45,1,M,M,https://discogs.com/release/6393660-Minamata-Mit-Lautem-Geschrei?ev=item-vc,experimental,2014,Rotorelief ‎,ROTOR0035
Vivenza,Fondements Bruitistes²,LP,6,28.89,5.0,6.0,20,38,1,M,M,https://discogs.com/release/6393720-Vivenza-Fondements-Bruitistes%C2%B2?ev=item-vc,experimental,2014,Rotorelief ‎,ROTOR0033-DC
Satanique Samba Trio,Mó Bad,"10""",14,18.8,3.4,5.0,32,26,1,M,M,https://discogs.com/release/6805073-Satanique-Samba-Trio-M%C3%B3-Bad?ev=item-vc,experimental,2015,Dom Pedro Discos ‎,DPD 002
Raaskalbomfukkerz,Vlucht Witte Raven,"10""",6,21.9,5.0,1.0,8,4,0,M,M,https://discogs.com/release/6134340-Raaskalbomfukkerz-Vlucht-Witte-Raven?ev=item-vc,experimental,2014,Toztizok Zoundz ‎,014
Circle,Guillotine,LP,13,30.85,3.86,7.0,109,42,1,M,M,https://discogs.com/release/6302736-Circle-Guillotine?ev=item-vc,experimental,2014,Full Contact Records (2) ‎,KRYPT-077
Minamata,Mit Lautem Geschrei,LP,7,25.87,3.67,3.0,24,57,1,M,M,https://discogs.com/release/6393675-Minamata-Mit-Lautem-Geschrei?ev=item-vc,experimental,2014,Rotorelief ‎,ROTOR0035
Vivenza,Fondements Bruitistes¹,LP,6,25.8,4.75,4.0,34,36,1,M,M,https://discogs.com/release/6393710-Vivenza-Fondements-Bruitistes%C2%B9?ev=item-vc,experimental,2014,Rotorelief ‎,ROTOR0033-AB
Vivenza,Fondements Bruitistes²,LP,6,25.88,4.75,4.0,36,34,1,M,M,https://discogs.com/release/6393732-Vivenza-Fondements-Bruitistes%C2%B2?ev=item-vc,experimental,2014,Rotorelief ‎,ROTOR0033-DC
Semool,Essais,LP,11,24.96,4.54,13.0,156,103,0,M,M,https://discogs.com/release/6588004-Semool-Essais?ev=item-vc,experimental,2015,SouffleContinu Records ‎,"FFL006, Futura Records (2) ‎– SON 02, Futura Records (2) ‎– SON02"
Mahogany Brain,With (Junk-Saucepan) When (Spoon-Trigger),LP,12,26.76,4.08,13.0,69,104,0,M,M,https://discogs.com/release/6440291-Mahogany-Brain-With-Junk-Saucepan-When-Spoon-Trigger?ev=item-vc,experimental,2014,SouffleContinu Records ‎,"FFL005, Futura Records (2) ‎– FUTURA RED02"
Mahogany Brain,With (Junk-Saucepan) When (Spoon-Trigger),LP,12,24.92,4.31,16.0,132,112,0,M,M,https://discogs.com/release/6425221-Mahogany-Brain-With-Junk-Saucepan-When-Spoon-Trigger?ev=item-vc,experimental,2014,SouffleContinu Records ‎,"FFL005, Futura Records (2) ‎– FUT 2017"
Thomas Dimuzio,Amid Zero Echo,"10""",4,28.95,4.5,24.0,133,48,1,M,M,https://discogs.com/release/6104858-Thomas-Dimuzio-Amid-Zero-Echo?ev=item-vc,experimental,2014,Drone Records ‎,SUB-20
Signs Of The Silhouette,Spring Grove,LP,4,24.82,4.0,3.0,35,11,0,M,M,https://discogs.com/release/6359386-Signs-Of-The-Silhouette-Spring-Grove?ev=item-vc,experimental,2014,Bam Balam ‎,BBLP 023
Terraformer (3),Creatures,LP,8,21.91,3.33,6.0,70,16,0,M,M,https://discogs.com/release/5641469-Terraformer-Creatures?ev=item-vc,experimental,2014,Dunk!Records ‎,"DNK1420, Revolvermann Records ‎– RIZA016, Emotionally Unstable Records ‎– EURDS#22"
Circle,DNA/Indepence,"7""",2,13.91,4.67,3.0,39,13,1,M,M,https://discogs.com/release/5892862-Circle-DNAIndepence?ev=item-vc,experimental,2014,Full Contact Records (2) ‎,KRYPT-060
Hardheaded Soul,Maskarada,LP,16,28.76,5.0,1.0,12,7,1,M,M,https://discogs.com/release/6212404-Hardheaded-Soul-Maskarada?ev=item-vc,experimental,2014,6de Kolonne ‎,ZK 082
Ditterich von Euler-Donnersperg /,NNOI#I,LP,12,25.94,4.25,12.0,52,70,0,M,M,https://discogs.com/release/14910513-Ditterich-von-Euler-Donnersperg-Felix-Kubin-NNOII?ev=item-vc,experimental,2020,90% Wasser ‎,WVINYL 026
After Dinner,Paradise Of Replica,LP,9,32.93,4.64,14.0,115,105,0,M,M,https://discogs.com/release/23992910-After-Dinner-Paradise-Of-Replica?ev=item-vc,experimental,2022,Aguirre Records ‎,ZORN82
Old Million Eye,The Air's Chrysalis Chime,LP,7,30.78,4.0,1.0,22,4,1,M,M,https://discogs.com/release/24038468-Old-Million-Eye-The-Airs-Chrysalis-Chime?ev=item-vc,experimental,2022,Cardinal Fuzz ‎,"CFUL0238, Feeding Tube Records ‎– FTR675"
Goose (32),Som Folk Är Mest,"12""",2,23.74,4.3,10.0,50,28,1,M,M,https://discogs.com/release/14962863-Goose-Som-Folk-%C3%84r-Mest?ev=item-vc,experimental,2020,Black Sweat Records ‎,"BS059, Sing A Song Fighter ‎– SASF032"
Jürgen Eckloff,Angeflantschte Fugenstücke,LP,7,21.86,4.18,11.0,56,35,0,M,M,https://discogs.com/release/8228852-J%C3%BCrgen-Eckloff-Angeflantschte-Fugenst%C3%BCcke?ev=item-vc,experimental,2016,90% Wasser ‎,WVINYL021
Richard Ramirez +,Yours Eyes On My Hands,LP,4,32.92,4.67,9.0,93,82,1,M,M,https://discogs.com/release/14483991-Richard-Ramirez-Atrax-Morgue-Yours-Eyes-On-My-Hands?ev=item-vc,experimental,2020,4iB Records ‎,"4iB LP/0819/045, Bacteria Field ‎– Bacteria Field 069"
Le Théâtre Du Chêne Noir*,Miss Madona,"7""",3,15.82,4.58,33.0,191,110,1,M,M,https://discogs.com/release/15459808-Le-Th%C3%A9%C3%A2tre-Du-Ch%C3%AAne-Noir-Miss-Madona?ev=item-vc,experimental,2020,SouffleContinu Records ‎,FFL061
Richard Pinhas /,Live London 1982 The Venue,LP,7,25.78,3.85,13.0,82,41,0,M,M,https://discogs.com/release/15519194-Richard-Pinhas-Heldon-Live-London-1982-The-Venue-?ev=item-vc,experimental,2020,Bam Balam ‎,BBRP 082
Nirodh*,Suoni Immaginari,LP,12,27.92,4.5,12.0,86,63,1,M,M,https://discogs.com/release/14962805-Nirodh-Suoni-Immaginari?ev=item-vc,experimental,2020,Black Sweat Records ‎,BS057
Sand (2),Vibrating Cloud,LP,16,41.97,4.22,9.0,43,56,1,M,M,https://discogs.com/release/14821269-Sand-Vibrating-Cloud?ev=item-vc,experimental,2020,Rotorelief ‎,ROTOR0069
Mechanimal (2),Crux,LP,8,24.75,4.63,8.0,28,15,0,M,M,https://discogs.com/release/14799921-Mechanimal-Crux?ev=item-vc,experimental,2020,Inner Ear Records ‎,INN185L
Various,Bird Cage: Birdfriend Archives,LP,18,31.9,4.0,5.0,76,54,0,M,M,https://discogs.com/release/14997920-Various-Bird-Cage-Birdfriend-Archives?ev=item-vc,experimental,2020,EM Records ‎,EM1190DLP
The Noise Birds,The Dark Sea Hides A Bright Light,LP,3,26.92,4.13,8.0,63,15,0,M,M,https://discogs.com/release/14791976-The-Noise-Birds-The-Dark-Sea-Hides-A-Bright-Light?ev=item-vc,experimental,2020,Riot Season ‎,REPOSELP089
Cultural Noise,Aphorism Insane,LP,2,29.8,4.2,5.0,78,60,0,M,M,https://discogs.com/release/15564788-Cultural-Noise-Aphorism-Insane?ev=item-vc,experimental,2020,Wah Wah Records ‎,LPS 231
Davi Rodriguez de Lima*,Fantasma,LP,8,20.96,4.57,7.0,38,6,1,M,M,https://discogs.com/release/14177911-Davi-Rodriguez-de-Lima-Fantasma?ev=item-vc,experimental,2020,Sulatron-records ‎,ST 2002
Dark Union,Hollywound,LP,7,32.97,,,6,10,1,M,M,https://discogs.com/release/14253191-Dark-Union-Hollywound?ev=item-vc,experimental,2019,4iB Records ‎,4iB LP/0319/042
Albergo Intergalattico Spaziale,Albergo Intergalattico Spaziale,LP,13,29.93,4.36,14.0,118,73,1,M,M,https://discogs.com/release/15558519-Albergo-Intergalattico-Spaziale-Albergo-Intergalattico-Spaziale?ev=item-vc,experimental,2020,Wah Wah Records ‎,LPS230
Zero Kama,Zero Kama,LP,29,69.89,5.0,14.0,113,128,1,M,M,https://discogs.com/release/14831927-Zero-Kama-Zero-Kama?ev=item-vc,experimental,2020,Infinite Fog Productions ‎,IF-99LP
Zeno Van Den Broek,Breach,LP,12,25.89,4.33,6.0,28,12,1,M,M,https://discogs.com/release/13477892-Zeno-Van-Den-Broek-Breach?ev=item-vc,experimental,2019,Moving Furniture Records ‎,MFR072
Iasos,Angelic Music,LP,2,28.82,4.75,8.0,61,80,0,M,M,https://discogs.com/release/14814753-Iasos-Angelic-Music?ev=item-vc,experimental,2020,Fact Of Being ‎,FoB-004LP
Matthijs Kouw* &,2,LP,2,23.92,4.0,5.0,46,22,1,M,M,https://discogs.com/release/12099224-Matthijs-Kouw-Radboud-Mens-2?ev=item-vc,experimental,2019,Moving Furniture Records ‎,MFR056
Iasos,Inter-Dimensional Music,LP,13,28.96,4.64,14.0,93,152,0,M,M,https://discogs.com/release/14814775-Iasos-Inter-Dimensional-Music?ev=item-vc,experimental,2020,Fact Of Being ‎,FoB-003LP
Pakasteet Ja,Tyhjä Risteys,LP,10,25.92,4.67,3.0,45,10,1,M,M,https://discogs.com/release/14584055-Pakasteet-Ja-Draama-Helmi-Tyhj%C3%A4-Risteys?ev=item-vc,experimental,2019,Full Contact Records (2) ‎,krypt-147
Tapage &,STATES,LP,3,23.76,4.67,3.0,40,22,1,M,M,https://discogs.com/release/13615961-Tapage-Gareth-Davis-STATES?ev=item-vc,experimental,2019,Moving Furniture Records ‎,MFR074
Various,Intenta: Experimental And Electronic Music From Switzerland 1981-93,LP,17,30.98,4.69,26.0,335,403,0,M,M,https://discogs.com/release/14859281-Various-Intenta-Experimental-And-Electronic-Music-From-Switzerland-1981-93?ev=item-vc,experimental,2020,Les Disques Bongo Joe ‎,"BJR 050, Décalé. Records ‎– DéC 003"
Massicot,Kratt,LP,10,23.75,4.55,11.0,90,41,0,M,M,https://discogs.com/release/14875585-Massicot-Kratt?ev=item-vc,experimental,2020,Spurge Recordings ‎,"SPURGE004, Harbinger Sound ‎– HARBINGER203, Les Disques Bongo Joe ‎– BJR048, Red Wig ‎– RW40"
Laurent Perrier +,Plateforme #3,LP,2,23.86,4.6,5.0,33,19,0,M,M,https://discogs.com/release/15495430-Laurent-Perrier-David-Fenech-Plateforme-3?ev=item-vc,experimental,2020,Bam Balam ‎,BBLP069
"Gilbert Artman,",Gilbert Artman . Etienne Jaumet,LP,7,28.77,4.94,17.0,88,64,1,M,M,https://discogs.com/release/14215209-Gilbert-Artman-Etienne-Jaumet-Gilbert-Artman-Etienne-Jaumet-?ev=item-vc,experimental,2019,Besides Records (2) ‎,BRLP012
Puce Moment,O.R.G.,LP,5,30.91,3.83,6.0,20,8,0,M,M,https://discogs.com/release/14646716-Puce-Moment-ORG?ev=item-vc,experimental,2019,Vert Pituite La Belle ‎,VPLBB1903
Marcelo Aguirre,Contes d'Étonnement,LP,9,25.89,,,16,6,0,M,M,https://discogs.com/release/12894368-Marcelo-Aguirre-Contes-d%C3%89tonnement?ev=item-vc,experimental,2018,Exit (12) ‎,EX 002
Zea +,Summing,LP,9,18.91,4.0,1.0,26,7,0,M,M,https://discogs.com/release/15810989-Zea-Oscar-Jan-Hoogland-Summing?ev=item-vc,experimental,2020,Makkum Records ‎,MR 29
"Philippe Doray,",Ramasse-Miettes Nucléaire,LP,7,25.89,4.57,14.0,118,108,1,M,M,https://discogs.com/release/14837752-Philippe-Doray-Les-Asociaux-Associ%C3%A9s-Ramasse-Miettes-Nucl%C3%A9aire?ev=item-vc,experimental,2020,SouffleContinu Records ‎,FFL 058LP
The Snake Moans,The Hissing Link,LP,11,19.95,5.0,2.0,3,3,0,M,M,https://discogs.com/release/15497064-The-Snake-Moans-The-Hissing-Link?ev=item-vc,experimental,2020,Critical Mass ‎,CM002
David Shea,The Tower Of Mirrors,LP,24,27.98,5.0,8.0,72,49,1,M,M,https://discogs.com/release/14760046-David-Shea-The-Tower-Of-Mirrors?ev=item-vc,experimental,2020,Sub Rosa Black Core ‎,SRV94
Various,Funk'N'Shine,"12""",6,15.78,4.69,16.0,81,60,0,M,M,https://discogs.com/release/9793757-Various-FunkNShine?ev=item-vc,experimental,2017,Born To Shine ‎,BOTOS 005
e +,'Poison Control' EP,"7""",6,15.76,4.88,8.0,94,13,0,M,M,https://discogs.com/release/14717999-e-Poison-Control-EP?ev=item-vc,experimental,2020,Polytechnic Youth ‎,PY101
"NTsKi,",D'Ya Hear Me!,"10""",4,22.95,5.0,1.0,24,35,0,M,M,https://discogs.com/release/14611503-NTsKi-7Fo-DYa-Hear-Me?ev=item-vc,experimental,2019,EM Records ‎,EM1187TEP
Smell & Quim,Cosmic Bondage,LP,7,79.78,4.67,3.0,41,41,0,M,M,https://discogs.com/release/14535025-Smell-Quim-Cosmic-Bondage?ev=item-vc,experimental,2019,Hospital Productions ‎,none
Maria Beraldo*,Cavala,LP,10,28.93,3.75,4.0,25,19,0,M,M,https://discogs.com/release/13622559-Maria-Beraldo-Cavala?ev=item-vc,experimental,2019,Lovers & Lollypops ‎,L&L #097
Angélica Salvi*,Phantone,LP,6,28.88,5.0,3.0,49,13,0,M,M,https://discogs.com/release/14515006-Ang%C3%A9lica-Salvi-Phantone?ev=item-vc,experimental,2019,Lovers & Lollypops ‎,LL#103
La Division Technique,Nebula,LP,8,41.79,4.67,3.0,10,18,1,M,M,https://discogs.com/release/14347009-La-Division-Technique-Nebula?ev=item-vc,experimental,2019,Ubahn ‎,"UBAHNLP05/1, Rotorelief ‎– ROTOR0067"
Berrocal*,1973 . 1976 . 1979 (Musiq Musik . Parallèles . Catalogue),LP,33,108.91,4.75,16.0,82,75,0,M,M,https://discogs.com/release/14533720-Berrocal-1973-1976-1979-Musiq-Musik-Parall%C3%A8les-Catalogue?ev=item-vc,experimental,2019,Rotorelief ‎,ROTOR717273 BOX
Torba,Musique Inconcrète,LP,6,27.86,4.79,14.0,52,24,0,M,M,https://discogs.com/release/12854815-Torba-Musique-Inconcr%C3%A8te?ev=item-vc,experimental,2019,Fragment Factory ‎,[FRAG49]
Univers Zero,Phosphorescent Dreams,LP,5,22.85,4.5,2.0,6,27,1,M,M,https://discogs.com/release/14423581-Univers-Zero-Phosphorescent-Dreams?ev=item-vc,experimental,2019,Sub Rosa ‎,SRV483
Stefan Roigk,Suffering For The Promised,LP,1,25.77,4.67,6.0,39,24,1,M,M,https://discogs.com/release/12414247-Stefan-Roigk-Suffering-For-The-Promised?ev=item-vc,experimental,2019,Fragment Factory ‎,[FRAG47]
Anthony Burgess,Conversations With The Anthony Burgess Cassette Archive (1964-1993),LP,46,25.8,4.67,3.0,33,20,0,M,M,https://discogs.com/release/14594342-Anthony-Burgess-Conversations-With-The-Anthony-Burgess-Cassette-Archive-1964-1993?ev=item-vc,experimental,2019,Sub Rosa ‎,SRV485
Leif Elggren,Motor For An Unknown Vehicle (Opening Of The Grave),LP,2,27.9,4.63,8.0,49,29,0,M,M,https://discogs.com/release/10449904-Leif-Elggren-Motor-For-An-Unknown-Vehicle-Opening-Of-The-Grave?ev=item-vc,experimental,2019,Fragment Factory ‎,[FRAG48]
Forstenet,Ephemeros: Virvar,"12""",11,32.78,4.29,7.0,34,4,1,M,M,https://discogs.com/release/14491843-Forstenet-Ephemeros-Virvar?ev=item-vc,experimental,2019,Not On Label (Forstenet Self-released) ‎,FRSTNT1901
Sula Bassana,The Box,LP,32,118.94,3.81,16.0,123,27,1,M,M,https://discogs.com/release/14676552-Sula-Bassana-The-Box?ev=item-vc,experimental,2020,Pancromatic ‎,"plp 2028, Pancromatic ‎– plp 2038 a/b+c/d, Pancromatic ‎– plp 2038 e/f+g/h, Pancromatic ‎– plp 2038 i/j+k/l"
Juggernaut (20),Neuroteque,LP,7,25.81,,,7,1,1,M,M,https://discogs.com/release/14967890-Juggernaut-Neuroteque?ev=item-vc,experimental,2019,Subsound Records (2) ‎,SSR067LP
Yoshi Wada,Lament For The Rise And Fall Of The Elephantine Crocodile,LP,2,38.85,4.75,12.0,231,156,0,M,M,https://discogs.com/release/14314623-Yoshi-Wada-Lament-For-The-Rise-And-Fall-Of-The-Elephantine-Crocodile?ev=item-vc,experimental,2019,États-Unis ‎,etat13
Juggernaut (20),Neuroteque,LP,7,27.84,5.0,1.0,16,1,1,M,M,https://discogs.com/release/14967901-Juggernaut-Neuroteque?ev=item-vc,experimental,2019,Subsound Records (2) ‎,SSR067LP
Black Lesbian Fishermen,The Metaphysics Of Natron,LP,6,30.81,4.0,6.0,18,23,0,M,M,https://discogs.com/release/14295167-Black-Lesbian-Fishermen-The-Metaphysics-Of-Natron?ev=item-vc,experimental,2019,Underflow Records ‎,underflow06
Juggernaut (20),Neuroteque,LP,7,22.86,3.0,1.0,12,3,1,M,M,https://discogs.com/release/14967869-Juggernaut-Neuroteque?ev=item-vc,experimental,2019,Subsound Records (2) ‎,SSR067LP
Szczepan Buczkowski,Smile Eyes And The Children Folk,LP,18,20.89,4.83,12.0,128,27,0,M,M,https://discogs.com/release/14314200-Szczepan-Buczkowski-Smile-Eyes-And-The-Children-Folk?ev=item-vc,experimental,2019,Polytechnic Youth ‎,"PY106, Horror Pop Sounds ‎– HPS#5"
Pier Alfeo,Works 2016 - 2018,LP,3,21.92,4.8,5.0,28,14,1,M,M,https://discogs.com/release/13356358-Pier-Alfeo-Works-2016-2018?ev=item-vc,experimental,2019,Ricerca Sonora ‎,RS9
Pharaoh Overlord,5,LP,5,25.77,5.0,2.0,68,31,0,M,M,https://discogs.com/release/14421138-Pharaoh-Overlord-5?ev=item-vc,experimental,2019,Full Contact Records (2) ‎,KRYPT-148
Jennifer Gentle,Jennifer Gentle,LP,17,25.78,4.7,10.0,76,33,1,M,M,https://discogs.com/release/14269373-Jennifer-Gentle-Jennifer-Gentle?ev=item-vc,experimental,2019,Backwards ‎,BW39
Mother Turtle,Three Sides To Every Story,LP,3,21.95,4.5,2.0,13,3,0,M,M,https://discogs.com/release/14519392-Mother-Turtle-Three-Sides-To-Every-Story?ev=item-vc,experimental,2019,Sound Effect Records ‎,"SER075, Cosmic Eye ‎– EYE019"
Magnolia (10),Ta Tjuren Vid Hornen,LP,9,23.84,4.5,2.0,29,5,0,M,M,https://discogs.com/release/14200752-Magnolia-Ta-Tjuren-Vid-Hornen-?ev=item-vc,experimental,2019,Transubstans Records ‎,TRANSV50
Ale Hop,Apophenia,LP,8,27.93,4.86,7.0,14,18,0,M,M,https://discogs.com/release/14096821-Ale-Hop-Apophenia?ev=item-vc,experimental,2019,Buh Records ‎,BR127
Aaron Turner,Repression's Blossom,LP,4,25.75,4.5,4.0,93,31,1,M,M,https://discogs.com/release/14231093-Aaron-Turner-Repressions-Blossom?ev=item-vc,experimental,2019,SIGE Records ‎,"SIGE-070, Full Contact Records (2) ‎– KRYPT-146"
Humming Dogs,Les Borigènes,LP,10,28.78,4.2,5.0,33,12,1,M,M,https://discogs.com/release/14216111-Humming-Dogs-Les-Borig%C3%A8nes?ev=item-vc,experimental,2019,Bison ‎,BIS003
MAGAM (2),Another,LP,7,29.87,4.0,4.0,32,16,1,M,M,https://discogs.com/release/13499115-MAGAM-Another?ev=item-vc,experimental,2019,Thirsty Leaves Music ‎,"TLM023, Underflow Records ‎– Underflow03"
Pharaoh Overlord,Siluurikaudella,LP,2,27.94,3.33,3.0,27,15,0,M,M,https://discogs.com/release/13771686-Pharaoh-Overlord-Siluurikaudella?ev=item-vc,experimental,2019,Ektro Records ‎,KRYPT-143
Oiseaux-Tempête,From Somewhere Invisible,LP,7,21.84,4.75,20.0,200,58,1,M,M,https://discogs.com/release/14242251-Oiseaux-Temp%C3%AAte-From-Somewhere-Invisible?ev=item-vc,experimental,2019,Sub Rosa ‎,SRV490
Anna Linardou,Heterotopia,LP,8,27.93,4.71,7.0,49,6,0,M,M,https://discogs.com/release/13779796-Anna-Linardou-Heterotopia?ev=item-vc,experimental,2019,Underflow Records ‎,underflow 05
Perrache,'Barriere In Movimento',LP,4,20.76,4.36,11.0,106,14,1,M,M,https://discogs.com/release/14191205-Perrache-Barriere-In-Movimento?ev=item-vc,experimental,2019,Polytechnic Youth ‎,PY97
CHRUCH,Le corps du triste,LP,11,23.92,4.75,4.0,31,3,0,M,M,https://discogs.com/release/14208139-CHRUCH-Le-corps-du-triste?ev=item-vc,experimental,2019,Jelodanti Records ‎,Jelo 13
Mother Turtle,Three Sides To Every Story,LP,3,23.75,4.0,1.0,19,4,1,M,M,https://discogs.com/release/14519405-Mother-Turtle-Three-Sides-To-Every-Story?ev=item-vc,experimental,2019,Sound Effect Records ‎,"SER075, Cosmic Eye ‎– EYE019"
SPK,Zamia Lehmanni (Songs Of Byzantine Flowers),LP,9,30.98,5.0,14.0,150,118,0,M,M,https://discogs.com/release/14568033-SPK-Zamia-Lehmanni-Songs-Of-Byzantine-Flowers?ev=item-vc,experimental,2019,Cold Spring ‎,CSR274LP
Entlang,The Four Sisters,LP,4,24.95,4.6,10.0,97,53,0,M,M,https://discogs.com/release/14414922-Entlang-The-Four-Sisters?ev=item-vc,experimental,2019,Rose Hobart ‎,ROSE 001
SPK,Zamia Lehmanni (Songs Of Byzantine Flowers),LP,9,28.96,5.0,14.0,150,118,0,M,M,https://discogs.com/release/14568033-SPK-Zamia-Lehmanni-Songs-Of-Byzantine-Flowers?ev=item-vc,experimental,2019,Cold Spring ‎,CSR274LP
Satanique Samba Trio,Mais Bad,"10""",12,20.94,4.67,6.0,38,23,0,M,M,https://discogs.com/release/14186742-Satanique-Samba-Trio-Mais-Bad?ev=item-vc,experimental,2019,Rebel Up Records ‎,RUP013
Repo Man,"I Can Live With It If You Can, Son",LP,8,28.87,4.5,8.0,26,6,1,M,M,https://discogs.com/release/14107695-Repo-Man-I-Can-Live-With-It-If-You-Can-Son?ev=item-vc,experimental,2019,Stolen Body Records ‎,SBR064
Repo Man,"I Can Live With It If You Can, Son",LP,8,28.94,4.5,8.0,26,6,1,M,M,https://discogs.com/release/14107695-Repo-Man-I-Can-Live-With-It-If-You-Can-Son?ev=item-vc,experimental,2019,Stolen Body Records ‎,SBR064
Dick El Demasiado,Celulitis Illuminati,LP,8,25.98,5.0,5.0,44,16,1,M,M,https://discogs.com/release/14687075-Dick-El-Demasiado-Celulitis-Illuminati?ev=item-vc,experimental,2020,Staalplaat ‎,none
